id,article_id,article_name,number_requested,created_at,article_type,language,original_article_id,news_blob_uri
247,6fce4af6-d59b-4a4a-9d14-085147110c2f,"Skip to content Suspect in Charlie Kirk killing feared being shot by police before surrendering, sheriff says By Dan Hausle , Associated Press September 17, 2025 Share OREM, Utah (AP) — Tyler Robinson, the Utah man accused of assassinating Charlie Kirk , ",1,2025-09-17 22:13:49.403598,Technology,en,,news/6fce4af6-d59b-4a4a-9d14-085147110c2f.zip
746,6b5c12fe-8b58-40ec-9b1b-6d20d885ed8f,ARTICLE: Wynn Resorts fights back against online gambling push on Beacon Hill by Representative David Muradian of Grafton to allow gamblers to use their phones to place bets on poker,1,2025-11-20 18:19:22.195869,Technology,en,,news/6b5c12fe-8b58-40ec-9b1b-6d20d885ed8f.zip
259,b29e7544-ff2d-4435-ac8b-37093eb5a0a9,"Skip to content Kimmel’s future hangs in balance after ABC suspends his late-night show over Charlie Kirk comments By Associated Press September 18, 2025 Share Related ‘I’m human, you’re human’: Organizer for Charlie Kirk vigil at Boston Common shares mes",1,2025-09-18 16:35:11.339259,Lifestyle and Entertainment,en,,news/b29e7544-ff2d-4435-ac8b-37093eb5a0a9.zip
260,75c8f71e-673f-441d-9ee7-d60ba4b22a4e,"stand between patients and the care they need and want’: Healey promises vaccine access for all families By 7 News WHDH September 18, 2025 Share BOSTON (WHDH) - Governor Maura Healey is promising vaccine access for all families in Massachusetts ahead of a",1,2025-09-18 16:35:22.565649,News and Politics,en,,news/75c8f71e-673f-441d-9ee7-d60ba4b22a4e.zip
261,441050bd-f882-4dbe-bca8-eb06cc9c36f9,"Share this article: T his week, we dive into detailed reports of vulnerabilities impacting Intel, McDonald’s, and the social media app TeaForHer, each with valuable lessons for API security by the 42Crunch booth at Black Hat USA earlier this month and sha",1,2025-09-18 17:24:39.129239,Technology,en,,news/441050bd-f882-4dbe-bca8-eb06cc9c36f9.zip
262,b18c67e4-682e-4038-b588-69c50ca9caea,"The team found that while WAFs will recognize the malicious pattern in its entirety, if the pattern is spread across multiple input parameters most WAFs fail to recognize the risk and allow the malicious request through to the server, where it is combined",1,2025-09-18 20:25:44.408301,Technology,en,,news/b18c67e4-682e-4038-b588-69c50ca9caea.zip
263,07d38aa5-b6da-483e-b70a-2050129f50e4,"For example, common API attacks involve: Malicious injection patterns in HTTP headers Use of invalid or stolen access credentials Input properties deliberately crafted to break or exploit API logic An allow-list approach to input validation can significan",1,2025-09-18 20:33:47.804156,Technology,en,,news/07d38aa5-b6da-483e-b70a-2050129f50e4.zip
264,edb428b0-33cf-4fef-b86a-9f6a685d791d,"While most companies had some API security controls in place, the findings are hardly encouraging: Widespread use of weak or insecure API authentication methods Lack of fine-grained authorization, leading to over-privileged access Insufficient or nonexist",1,2025-09-18 22:01:36.267388,Technology,en,,news/edb428b0-33cf-4fef-b86a-9f6a685d791d.zip
265,5f5c7c16-1389-46ff-8447-dc4bf53530bd,Stocktwits The Daily Rip Get the daily email that keeps you tuned in and makes markets fun again,1,2025-09-18 23:18:31.994989,Business and Investment,en,,news/5f5c7c16-1389-46ff-8447-dc4bf53530bd.zip
267,e50f7625-b28a-477c-8b42-76444672275a,"state visit 🎩 Google, PayPal partner to roll out AI-powered solutions across platforms 📺️ Nvidia stock dips as China reportedly tells its companies to avoid buying chips 👀 Eli Lilly pill outperforms Novo Nordisk’s oral drug in head-to-head diabetes trial ",1,2025-09-18 23:18:49.580542,Business and Investment,en,,news/e50f7625-b28a-477c-8b42-76444672275a.zip
268,c59ed5df-272d-4d97-911d-1c53197e7884,"📰 Kevin Travers September 16, 2025 • Reading Time: 15 minutes Presented by CLOSING BELL 'Twas The Night Before Rate Cuts It was the night before a (likely) rate cut, and all through the house, not a soul was stirring, not even record Nasdaq prices by Stoc",1,2025-09-18 23:19:06.70353,Business and Investment,en,,news/c59ed5df-272d-4d97-911d-1c53197e7884.zip
269,c7712a47-e496-4e7b-b0b4-ed0427448374,"95 * 🏠️ Wall Street Raises Alarm on Trump Ending Quarterly Earnings 😁 SEC ""prioritizing"" Trump bid to change public company reporting rules 🤖 Bessent: TikTok deal ‘framework’ reached with China, Trump and Xi will finalize it Friday 🎩 “Polymarket transform",1,2025-09-18 23:19:25.440751,Business and Investment,en,,news/c7712a47-e496-4e7b-b0b4-ed0427448374.zip
270,d4d8b2b8-526e-4cb5-84df-a5c7a9ada18e,"0 0 The Daily Rip by Stocktwits Posts The Weekend Rip: Sep 14, 2025 The Weekend Rip: Sep 14, 2025 What you need to know for the week ahead by Stocktwits Posts The Weekend Rip: Sep 14",1,2025-09-18 23:19:43.275316,Technology,en,,news/d4d8b2b8-526e-4cb5-84df-a5c7a9ada18e.zip
271,6dae3ed9-634d-43e4-a719-ba6e677661e9,0 0 The Daily Rip by Stocktwits Posts Stocktwits Top 25 Week 37 Stocktwits Top 25 Week 37 Our updated list of the market's top stocks by Stocktwits Posts Stocktwits Top 25 Week 37 Stocktwits Top 25 Week 37 Our updated list of the market's top stocks. Kevi,1,2025-09-18 23:19:52.490798,Business and Investment,en,,news/6dae3ed9-634d-43e4-a719-ba6e677661e9.zip
272,c6585ed8-3a05-4368-82fc-2dbf9ffc0212,* 👀 Nepal gets first female PM after deadly unrest ⌚️ Swatch takes a swipe at Trump’s 39% tariff with switched-up watch 🏠️ OpenAI secures Microsoft’s blessing to transition its for-profit arm NATO launches ‘Eastern Sentry’ operation in response to Russian,1,2025-09-18 23:20:03.834461,Business and Investment,en,,news/c6585ed8-3a05-4368-82fc-2dbf9ffc0212.zip
274,fee8658b-4515-4216-ace0-fe043b4638f0,"📰 Kevin Travers September 10, 2025 • Reading Time: 17 minutes Presented by CLOSING BELL AI Comes To Software Stocks The market climbed and hit all-time highs Wednesday, after earnings from Oracle showed software is the new ‘it’ sector this fall by Stocktw",1,2025-09-18 23:20:24.982607,Business and Investment,en,,news/fee8658b-4515-4216-ace0-fe043b4638f0.zip
275,d78ac43e-6772-4aa4-9006-8c3e7ff0fd9a,"0 0 The Daily Rip by Stocktwits Posts Worst Jobs In 20+ Years Worst Jobs In 20+ Years Today’s Rip: Apple’s new phone sure is slim, GME and Oracle climb after the bell, Fox owner finalizes Succession, and more Kevin Travers September 09, 2025 • Reading Tim",1,2025-09-18 23:20:48.800067,Technology,en,,news/d78ac43e-6772-4aa4-9006-8c3e7ff0fd9a.zip
276,6f1e9260-ec55-445e-bff5-4847ab9a1aa0,Your October by referring them to Direct Federal! When you refer your friends to Direct Federal,1,2025-10-26 15:14:21.400998,Business and Investment,en,,news/6f1e9260-ec55-445e-bff5-4847ab9a1aa0.zip
277,527870ae-7d63-43d6-8322-2de0fcf6165a,mp/d33d6e6cae4a/friday-news-decoding-the-office-space-market-mystery-10346177,1,2025-10-28 01:48:24.919404,Business and Investment,en,,news/527870ae-7d63-43d6-8322-2de0fcf6165a.zip
278,b1e22ac7-f0b2-489d-ac14-27a0b9d4730f,Campaign URL Copy Twitter 0 tweets Subscribe Past Issues RSS Translate English العربية Afrikaans беларуская мова български català 中文（简体） 中文（繁體） Hrvatski Česky Dansk eesti keel Nederlands Suomi Français Deutsch Ελληνική हिन्दी Magyar Gaeilge Indonesia ísle,1,2025-10-28 01:50:33.072498,Technology,en,,news/b1e22ac7-f0b2-489d-ac14-27a0b9d4730f.zip
273,12eacafb-911e-4820-b319-bcf762c37f1b,"📰 Kevin Travers September 11, 2025 • Reading Time: 13 minutes Presented by CLOSING BELL Prices And Stocks Are Climbing The market climbed on Thursday after CPO inflation data showed prices had risen in the past month, at nearly 3%, and mortgage rates drop",1,2025-09-18 23:20:17.37623,Business and Investment,en,,news/12eacafb-911e-4820-b319-bcf762c37f1b.zip
457,0d3bba3c-37a9-4875-8450-36b1e0d73809,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-31 18:24:00.322638,Business and Investment,en,,news/0d3bba3c-37a9-4875-8450-36b1e0d73809.zip
459,e6be8eaf-1a44-4c74-b8c1-53cd07a8e889,"Wayfair: Niraj Shah & Steve Conine Listen on Spotify Listen on Apple After selling one business and closing another, Niraj Shah and Steve Conine were nearly ready to settle into “normal” jobs by Jeff’s grandfather in 1929",1,2025-10-31 18:27:36.120789,Technology,en,,news/e6be8eaf-1a44-4c74-b8c1-53cd07a8e889.zip
461,74d520fa-558f-4716-8e73-4479b3bf5843,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 18:27:54.493437,Technology,en,,news/74d520fa-558f-4716-8e73-4479b3bf5843.zip
463,c66a7460-9e54-4215-babc-45e19da4eeb2,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 18:28:04.269496,Technology,en,,news/c66a7460-9e54-4215-babc-45e19da4eeb2.zip
465,42cffa91-0ea9-440b-b6ef-eb0f9825a78b,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 18:28:09.969442,Technology,en,,news/42cffa91-0ea9-440b-b6ef-eb0f9825a78b.zip
467,6f965b12-af1a-47f3-a7f0-fb472eb639dd,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 18:28:25.140439,Technology,en,,news/6f965b12-af1a-47f3-a7f0-fb472eb639dd.zip
468,d8dd155a-817f-41d9-91d7-665b114dfaad,Metro Headlines ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌,1,2025-11-04 16:14:44.462482,Others,en,,news/d8dd155a-817f-41d9-91d7-665b114dfaad.zip
473,40d41cbf-fff4-4b88-9d3b-006721496f58,"Some of the online ads you are served may be based on the content of the page you’re visiting, some may be based on registration information you provide, and other ads may be customized based on predictions about your interests generated from your visits ",1,2025-11-04 16:25:14.670519,Technology,en,,news/40d41cbf-fff4-4b88-9d3b-006721496f58.zip
502,7273022f-6248-47ce-b3b4-c72653883db7,"Read full story Decision Day: What to know as you head to the polls Months of campaigning, shaking hands, laughing, crying and everything else that comes with a run for political office in Newton, have led to this day, when voters will essentially remake ",1,2025-11-05 01:51:29.774509,News and Politics,en,,news/7273022f-6248-47ce-b3b4-c72653883db7.zip
503,9fcb4119-df65-4d3e-8547-f8628fcb8b53,ARTICLE: Former Mayor Setti Warren dead at 55 - Newton Beacon by the many students he helped to teach,1,2025-11-05 01:51:36.75216,News and Politics,en,,news/9fcb4119-df65-4d3e-8547-f8628fcb8b53.zip
747,c993883c-2af7-4fcf-a2a2-e76dcab5ac01,A New Way to Think: Roger Martin,1,2025-11-20 18:20:13.467645,Business and Investment,en,,news/c993883c-2af7-4fcf-a2a2-e76dcab5ac01.zip
752,6338a940-7b92-443c-9a52-0a1941018449,Advice Line with Anthony Casalena of Squarespace,1,2025-11-20 18:26:58.93583,Technology,en,,news/6338a940-7b92-443c-9a52-0a1941018449.zip
756,2ffd2472-1147-4f83-9433-0199d44e8543,Advice Line with Anthony Casalena of Squarespace,1,2025-11-20 18:33:58.21783,Technology,en,,news/2ffd2472-1147-4f83-9433-0199d44e8543.zip
770,52497e65-dddc-45eb-bcda-9c59fec7facd,ARTICLE: Copyright notice by framing or similar means,1,2025-11-20 18:45:47.836132,Others,en,,news/52497e65-dddc-45eb-bcda-9c59fec7facd.zip
783,39672a98-442a-402a-83f3-dee63144d6ec,Advice Line with John Zimmer of Lyft,1,2025-11-26 04:00:11.038219,Business and Investment,en,,news/39672a98-442a-402a-83f3-dee63144d6ec.zip
504,724c6a8f-5d24-4e1f-959c-be6e8608dbcd,ARTICLE: Decision Day: What to know as you head to the polls - Newton Beacon by someone who lives in the ward,1,2025-11-05 01:51:46.296814,News and Politics,en,,news/724c6a8f-5d24-4e1f-959c-be6e8608dbcd.zip
505,1241f596-6519-413c-bd4c-ede142e5e683,ARTICLE: ‘They are going to need more food’: Newton’s food pantries prepare for surge ahead of November SNAP cuts - Newton Beacon by Barry Wanger Anticipating a lapse in funding for the nation’s largest anti-hunger program,1,2025-11-05 01:51:55.737767,Lifestyle and Entertainment,en,,news/1241f596-6519-413c-bd4c-ede142e5e683.zip
507,94a9ae31-8704-4ee4-86cb-bf4a332a8d32,ARTICLE: Star Market reopens after asbestos scare - Newton Beacon by Bryan McGonigle Star Market in Newtonville is back open after a brief closure due to potential asbestos exposure. The city’s Health and Human Services Department abruptly shut the Austin,1,2025-11-05 01:52:15.299,Business and Investment,en,,news/94a9ae31-8704-4ee4-86cb-bf4a332a8d32.zip
540,e3a3649a-a431-4ca4-b42e-179ac4afc903,CONTENT: This is a,1,2025-11-07 02:29:20.214877,Technology,en,,news/e3a3649a-a431-4ca4-b42e-179ac4afc903.zip
542,7191a782-839f-4f80-ad5c-245698335b36,CONTENT: This is a,1,2025-11-07 02:44:43.620041,Technology,en,,news/7191a782-839f-4f80-ad5c-245698335b36.zip
544,3adf61a3-5c58-49e0-bcd9-ca626cf9d6df,CONTENT: This is a,1,2025-11-07 03:19:31.563793,Technology,en,,news/3adf61a3-5c58-49e0-bcd9-ca626cf9d6df.zip
559,dfedc9ad-7eca-4b1f-8175-1259d24c95d8,Robo Dino Chicken! (11/3/25),1,2025-11-07 04:25:54.000232,Technology,en,,news/dfedc9ad-7eca-4b1f-8175-1259d24c95d8.zip
560,312283f4-7bbb-4ade-89ed-56ee928681d1,Robo Dino Chicken! (11/3/25),1,2025-11-07 04:25:58.049231,Technology,en,,news/312283f4-7bbb-4ade-89ed-56ee928681d1.zip
706,f696d30f-8234-4d84-a43a-7f9e020c9989,Advice Line with John Zimmer of Lyft,1,2025-11-20 16:55:16.911784,Business and Investment,en,,news/f696d30f-8234-4d84-a43a-7f9e020c9989.zip
732,c55e12e8-326c-4697-9d2c-b0a858333e33,Advice Line with John Zimmer of Lyft,1,2025-11-20 18:12:37.201275,Business and Investment,en,,news/c55e12e8-326c-4697-9d2c-b0a858333e33.zip
43,20c33056-5673-4d33-9773-9557143c92aa,"",1,2025-08-14 03:14:55.43998,Others,en,,news/20c33056-5673-4d33-9773-9557143c92aa.zip
323,3f813998-6e54-4aa8-aec4-610ca1d46876,com/p/10-lessons-from-chip-and-joanna-gaines,1,2025-10-28 19:18:56.439467,Technology,en,,news/3f813998-6e54-4aa8-aec4-610ca1d46876.zip
334,90cdf23b-15d1-46f7-8167-ef2167c7b53c,com/p/10-lessons-from-chip-and-joanna-gaines,1,2025-10-28 20:35:50.667196,Technology,en,,news/90cdf23b-15d1-46f7-8167-ef2167c7b53c.zip
354,a83d51d2-bbee-421c-a39d-8dd431b3aaf4,Spotify is offline Can’t hear any sound on Spotify Missing music or podcasts Spotify web player help Ongoing issues Faulty or inaccurate metadata Checking your Spotify app version Contact us Playlists Features Social features Podcasts Audiobooks Live even,1,2025-10-29 03:18:22.493963,Technology,en,,news/a83d51d2-bbee-421c-a39d-8dd431b3aaf4.zip
753,a3e1baac-e1e9-4b10-a8c0-ccb3c399291d,Advice Line with Anthony Casalena of Squarespace,1,2025-11-20 18:27:03.983571,Technology,en,,news/a3e1baac-e1e9-4b10-a8c0-ccb3c399291d.zip
355,ea5c9305-2f6c-462b-a89e-12c063f2e4e4,us Delivering to Newton 02459 Update location All Select the department you want to search in All Departments Alexa Skills Amazon Autos Amazon Devices Amazon Fresh Amazon Global Store Amazon Haul Amazon One Medical Amazon Pharmacy Amazon Resale Appliances,1,2025-10-29 03:18:28.628693,Lifestyle and Entertainment,en,,news/ea5c9305-2f6c-462b-a89e-12c063f2e4e4.zip
357,bcf275e0-d3c1-4ed0-b8c3-4c8ab3d1929c,Skip to content Spotify Select your country or region : Africa Angola (Português) Angola (English) Burkina Faso (français) Burkina Faso (English) Burundi (français) Burundi (English) Bénin (français) Benin (English) Botswana Jamhuri ya Kidemokrasia ya Kon,1,2025-10-29 03:18:50.753463,News and Politics,en,,news/bcf275e0-d3c1-4ed0-b8c3-4c8ab3d1929c.zip
368,a6887e5c-1ae6-4cb2-828e-e7855924514f,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-29 16:39:24.228713,Business and Investment,en,,news/a6887e5c-1ae6-4cb2-828e-e7855924514f.zip
369,06e35295-176d-414b-befc-4c980fa4283e,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-29 16:39:30.73116,Business and Investment,en,,news/06e35295-176d-414b-befc-4c980fa4283e.zip
370,542662d8-877e-424c-9ca3-11b3d46dbcb4,"Sylvan Esso: Their Songwriting Routines, “Hey Mami”, the Durham Scene, and Creative Surprises",1,2025-10-29 16:39:36.962637,Education and Learning,en,,news/542662d8-877e-424c-9ca3-11b3d46dbcb4.zip
371,650b403c-19e8-4ceb-af3c-5bc61436f9f7,"The Way Up, Episode 6 - Nixta Taqueria",1,2025-10-29 16:39:41.540706,Lifestyle and Entertainment,en,,news/650b403c-19e8-4ceb-af3c-5bc61436f9f7.zip
372,712024ec-806e-4826-9f8b-968a9e33a604,WeWow Creepy Crawly Week - Day 3: Dennis’s Pest-aurant (10/29/25),1,2025-10-29 16:39:45.824807,Lifestyle and Entertainment,en,,news/712024ec-806e-4826-9f8b-968a9e33a604.zip
373,9e0d7864-cc7e-4e19-8c86-c0c490151930,WeWow Creepy Crawly Week - Day 3: Dennis’s Pest-aurant (10/29/25),1,2025-10-29 16:39:49.356447,Lifestyle and Entertainment,en,,news/9e0d7864-cc7e-4e19-8c86-c0c490151930.zip
374,0c9a3801-af79-4f9e-91c0-094503684c18,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-29 16:39:53.090225,Business and Investment,en,,news/0c9a3801-af79-4f9e-91c0-094503684c18.zip
375,f77071fb-d50f-4c86-85e4-e16f3279ac5c,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-29 16:39:59.229932,Business and Investment,en,,news/f77071fb-d50f-4c86-85e4-e16f3279ac5c.zip
435,6521f968-1d4f-4e35-9400-51b3ddccdc5e,Wayfair: Niraj Shah & Steve Conine,1,2025-10-31 16:13:55.107707,Technology,en,,news/6521f968-1d4f-4e35-9400-51b3ddccdc5e.zip
458,a74ab86c-8d22-4f37-90a9-79920ec82eb2,Advice Line with Niraj Shah of Wayfair,1,2025-10-31 18:24:08.779435,Technology,en,,news/a74ab86c-8d22-4f37-90a9-79920ec82eb2.zip
460,0f1b59ce-2176-41d7-86a5-84aeeefa7629,WeWow Creepy Crawly Week,1,2025-10-31 18:27:51.163497,Others,en,,news/0f1b59ce-2176-41d7-86a5-84aeeefa7629.zip
462,906bf568-5247-4e97-9756-5c1d8afa1dfa,Wayfair: Niraj Shah & Steve Conine,1,2025-10-31 18:28:01.194858,Technology,en,,news/906bf568-5247-4e97-9756-5c1d8afa1dfa.zip
466,8fa5fc6b-0588-4ce2-b4e9-b19502c0305e,Nuts.com: Jeff Braverman. From Corner Store to Snacktime Powerhouse,1,2025-10-31 18:28:16.60787,Business and Investment,en,,news/8fa5fc6b-0588-4ce2-b4e9-b19502c0305e.zip
470,d17ee5dc-da43-4f01-9e0c-2fffc4310f46,CONTENT: ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ ‌ by from Pope Leo XIV AS I SEE IT The people’s ,1,2025-11-04 16:24:57.611403,Technology,en,,news/d17ee5dc-da43-4f01-9e0c-2fffc4310f46.zip
472,2dc74b84-18a7-4967-bf8c-a95ba7645951,"CONTENT: Sign in Sign in with Apple Sign in with a passkey By clicking Continue, you agree to LinkedIn’s User Agreement , Privacy Policy , and Cookie Policy by clicking Continue",1,2025-11-04 16:25:10.52645,Technology,en,,news/2dc74b84-18a7-4967-bf8c-a95ba7645951.zip
474,fbe65e43-38fe-4628-a60d-852d8ab2bafc,ARTICLE: Privacy Policy | The Boston Globe by the Boston Globe or our affiliates),1,2025-11-04 16:25:20.476352,News and Politics,en,,news/fbe65e43-38fe-4628-a60d-852d8ab2bafc.zip
524,01122f04-1bcb-42af-8bf0-6f4d62be488b,Have you ever felt that your brain was purposefully trying to ruin your life,1,2025-11-05 20:07:22.650292,Technology,en,,news/01122f04-1bcb-42af-8bf0-6f4d62be488b.zip
541,fb1e1afc-6f06-446f-81ff-7edea5f08a97,CONTENT: This is a,1,2025-11-07 02:37:26.38173,Technology,en,,news/fb1e1afc-6f06-446f-81ff-7edea5f08a97.zip
543,96af8cfa-3c37-4462-8253-6e08961fd686,CONTENT: This is a,1,2025-11-07 02:47:34.862033,Technology,en,,news/96af8cfa-3c37-4462-8253-6e08961fd686.zip
545,058a3d56-2991-4817-8185-7c697634e2bd,CONTENT: This is a,1,2025-11-07 03:27:06.810329,Technology,en,,news/058a3d56-2991-4817-8185-7c697634e2bd.zip
556,b69209b4-66be-473a-940d-6d5acf1a9082,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 04:25:27.658214,Business and Investment,en,,news/b69209b4-66be-473a-940d-6d5acf1a9082.zip
557,a224f3bb-6895-4d85-a852-a78705f2f539,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 04:25:39.670947,Business and Investment,en,,news/a224f3bb-6895-4d85-a852-a78705f2f539.zip
558,f515ecc7-7801-4e0c-bec3-3c195987a1dc,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 04:25:43.315118,Business and Investment,en,,news/f515ecc7-7801-4e0c-bec3-3c195987a1dc.zip
510,4988fe45-7874-4c99-8d06-087d3dbfa56b,"Laredo elected mayor of Newton Marc Laredo is now mayor-elect of Newton, having defeated opponent Al Cecchinelli with 77 percent of the vote compared with Cecchinelli’s 13 percent, according to unofficial totals from the city clerk’s office by the Newton ",1,2025-11-05 15:23:43.27851,News and Politics,en,,news/4988fe45-7874-4c99-8d06-087d3dbfa56b.zip
511,a499e9fc-2a94-49ba-8100-a0bba53f784c,ARTICLE: Laredo elected mayor of Newton - Newton Beacon by Bryan McGonigle Marc Laredo is now mayor-elect of Newton,1,2025-11-05 15:23:49.749685,News and Politics,en,,news/a499e9fc-2a94-49ba-8100-a0bba53f784c.zip
512,214676eb-5e8c-4576-a1e6-af7da1922ef3,"Share This Story On: Get story alerts twice a week: * indicates required Email Address * First Name * Last Name * Related Posts Newton keeps its winter overnight parking ban November 5, 2025 Newton picks a new School Committee: Here’s who won November 5, ",1,2025-11-05 15:23:57.633551,News and Politics,en,,news/214676eb-5e8c-4576-a1e6-af7da1922ef3.zip
513,90cac5df-81fc-402c-99fd-fba5a39bb63c,ARTICLE: Newton picks a new School Committee: Here's who won - Newton Beacon by the Newton Teachers Association,1,2025-11-05 15:24:05.399365,News and Politics,en,,news/90cac5df-81fc-402c-99fd-fba5a39bb63c.zip
514,48622b69-d915-4a97-96e4-6f2028eb354c,ARTICLE: Newton keeps its winter overnight parking ban - Newton Beacon by Bryan McGonigle The push to repeal Newton’s winter overnight parking ban met a narrow defeat on Tuesday. Neither the “yes” nor the “no” side had a plural majority as of late Tuesday,1,2025-11-05 15:24:12.74545,Others,en,,news/48622b69-d915-4a97-96e4-6f2028eb354c.zip
522,c4ec8e64-9866-4f08-8b53-57b9b1f7c44d,Her oldest daughter was my age and was cheating on her husband and the whole family knew it; her son was in the middle of a messy div…,1,2025-11-05 20:07:03.12538,Lifestyle and Entertainment,en,,news/c4ec8e64-9866-4f08-8b53-57b9b1f7c44d.zip
523,66e78299-825b-4927-b451-f76c924a3b3a,From a teacher in an Evening class that I went to after work On the first night of the term he said “Half of you here will drop out of this class in a few weeks,1,2025-11-05 20:07:14.305377,Technology,en,,news/66e78299-825b-4927-b451-f76c924a3b3a.zip
526,dc79b985-db96-4c92-8e87-88769dd02b7c,"The bear, the horny bug of what that he is, decides that for his last wish he might as well go big, ""What the hell, make me the only male bear in the world",1,2025-11-05 20:07:43.668047,Technology,en,,news/dc79b985-db96-4c92-8e87-88769dd02b7c.zip
533,24bcb9aa-3c7d-4db2-8b51-93a127e6a663,"AgH $+춬B(k97la}<E""} 9ý|,47APe_ƮʗD>澱onZd )b>ӄpj0Unٖ#Mo'i>WcȪӎ`bqdFm8#q@<ToĔB548{\f痫ϭ\bKo7r>9_CO̗[ehU`ǫgPC8 @Pvx]jB:J$>s",1,2025-11-06 16:11:30.885179,Others,en,,news/24bcb9aa-3c7d-4db2-8b51-93a127e6a663.zip
546,53663dd0-8cfc-4da2-8ca2-45ea6605b209,"She was a new mom, writing code during nap time to solve her own problem: a modern registry that let you mix products from anywhere-and ask for practical help, like a month of diaper service or a friend to walk your dog by store and felt your heart rate s",1,2025-11-07 03:47:22.005083,Education and Learning,en,,news/53663dd0-8cfc-4da2-8ca2-45ea6605b209.zip
550,b5453e18-97a9-4849-8560-ead8842815c3,"She was a new mom, writing code during nap time to solve her own problem: a modern registry that let you mix products from anywhere-and ask for practical help, like a month of diaper service or a friend to walk your dog by store and felt your heart rate s",1,2025-11-07 04:04:16.39608,Education and Learning,en,,news/b5453e18-97a9-4849-8560-ead8842815c3.zip
552,efe08f65-0989-4764-b9b4-0969055ea6e6,"She was a new mom, writing code during nap time to solve her own problem: a modern registry that let you mix products from anywhere-and ask for practical help, like a month of diaper service or a friend to walk your dog by store and felt your heart rate s",1,2025-11-07 04:10:40.039006,Education and Learning,en,,news/efe08f65-0989-4764-b9b4-0969055ea6e6.zip
561,0af6cde5-e14c-4866-8a59-1cc5fbafe5e2,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 04:26:07.12723,Business and Investment,en,,news/0af6cde5-e14c-4866-8a59-1cc5fbafe5e2.zip
562,f2b05050-dd12-43f9-b56f-14273e569470,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 15:03:32.238168,Business and Investment,en,,news/f2b05050-dd12-43f9-b56f-14273e569470.zip
563,4c27a35b-1f20-4d55-af94-8506cc01c8e5,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 15:07:29.96723,Business and Investment,en,,news/4c27a35b-1f20-4d55-af94-8506cc01c8e5.zip
564,afbef315-430f-404a-94f7-8196cc4846bf,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 15:14:45.797746,Business and Investment,en,,news/afbef315-430f-404a-94f7-8196cc4846bf.zip
565,b41b4108-35a0-4921-8ca3-1eb9acb24ebc,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 15:17:17.802675,Business and Investment,en,,news/b41b4108-35a0-4921-8ca3-1eb9acb24ebc.zip
566,54756b09-58ce-4a50-86ba-f88808e208ba,Advice Line with Tariq Farid of Edible Arrangements,1,2025-11-07 15:18:01.714196,Business and Investment,en,,news/54756b09-58ce-4a50-86ba-f88808e208ba.zip
